FB.001.1	FB.002.1	0.8464419476
FB.001.1	FB.003.1	0.8314606742
FB.001.1	FB.004.1	0.8277153558
FB.001.1	FB.005.1	0.8127340824
FB.001.1	FB.006.1	0.8450704225
FB.001.1	FB.007.1	0.8487179487
FB.001.1	FB.008.1	0.8689138577
FB.001.1	FB.009.1	0.8464419476
FB.001.1	FB.010.1	0.8465608466
FB.001.1	FB.011.1	0.8876404494
FB.001.1	FB.012.1	0.8464419476
FB.001.1	FB.013.1	0.8417266187
FB.001.1	FB.014.1	0.8764044944
FB.001.1	FB.015.1	0.8801498127
FB.001.1	FB.016.1	0.7862318841
FB.001.1	FB.017.1	0.8299492386
FB.001.1	FB.018.1	0.8283378747
FB.001.1	FB.019.1	0.8300283286
FB.001.1	FB.020.1	0.8133802817
FB.001.1	FB.021.1	0.8242074928
FB.001.1	FB.022.1	0.8501872659
FB.001.1	FB.023.1	0.8838951311
FB.001.1	FB.024.1	0.8277153558
FB.001.1	FB.025.1	0.8352059925
FB.001.1	FB.026.1	0.861423221
FB.001.1	FB.027.1	0.8389513109
FB.001.1	FB.028.1	0.8539325843
FB.001.1	FB.029.1	0.8481012658
FB.001.1	FB.030.1	0.8801498127
FB.001.1	FB.031.1	0.8263665595
FB.001.1	FB.032.1	0.8764044944
FB.001.1	FB.033.1	0.8352059925
FB.001.1	FB.034.1	0.8314606742
FB.001.1	FB.035.1	0.8426966292
FB.001.1	FB.036.1	0.8237410072
FB.001.1	FB.037.1	0.8277153558
FB.001.1	FB.038.1	0.8157894737
FB.001.1	FB.039.1	0.8127340824
FB.001.1	FB.040.1	0.861423221
FB.001.1	FB.041.1	0.8277153558
FB.001.1	FB.042.1	0.8651685393
FB.001.1	FB.043.1	0.8314606742
FB.001.1	FB.044.1	0.8389513109
FB.001.1	FB.045.1	0.8801498127
FB.001.1	FB.046.1	0.8576779026
FB.001.1	FB.047.1	0.9063670412
FB.001.1	FB.048.1	0.9176029963
FB.001.1	FB.049.1	0.8576779026
FB.001.1	FB.050.1	0.7902621723
FB.001.1	FB.051.1	0.8319327731
FB.001.1	FB.052.1	0.833819242
FB.001.1	FB.053.1	0.9588014981
FB.001.1	FB.054.1	0.8193146417
FB.001.1	FB.055.1	0.8085808581
FB.001.1	FB.056.1	0.8459770115
FB.001.1	FB.057.1	0.9101123596
FB.001.1	FB.058.1	0.8391812865
FB.001.1	FB.059.1	0.8363095238
FB.001.1	FB.060.1	0.837628866
FB.001.1	FB.061.1	0.8279883382
FB.001.1	FB.062.1	0.8389513109
FB.001.1	FB.063.1	0.8352059925
FB.001.1	FB.064.1	0.8277153558
FB.001.1	FB.065.1	0.872659176
FB.001.1	FB.066.1	0.8395061728
FB.001.1	FB.067.1	0.8477690289
FB.001.1	FB.068.1	0.8393782383
FB.001.1	FB.069.1	0.829787234
FB.001.1	FB.070.1	0.8988764045
FB.001.1	FB.071.1	0.8988764045
FB.001.1	FB.072.1	0.8314606742
FB.001.1	FB.073.1	0.8651685393
FB.001.1	FB.074.1	0.8239700375
FB.001.1	FB.075.1	0.9101123596
FB.001.1	FB.076.1	0.8464419476
FB.001.1	FB.077.1	0.9213483146
FB.001.1	FB.078.1	0.8389513109
FB.001.1	FB.079.1	0.8014981273
FB.001.1	FB.080.1	0.9063670412
FB.001.1	FB.081.1	0.8396501458
FB.001.1	FB.082.1	0.8202247191
FB.001.1	FB.083.0	0.8127340824
FB.001.1	FB.084.0	0.8164794007
FB.001.1	FB.085.0	0.8352059925
FB.001.1	FB.086.0	0.8389513109
FB.001.1	FB.087.0	0.808988764
FB.001.1	FB.088.0	0.8328767123
FB.001.1	FB.089.0	0.8441558442
FB.001.1	FB.090.0	0.8764044944
FB.001.1	FB.091.0	0.8501872659
FB.001.1	FB.092.0	0.8246073298
FB.001.1	FB.093.0	0.8988764045
FB.001.1	FB.094.0	0.8539325843
FB.001.1	FB.095.0	0.8470873786
FB.001.1	FB.096.0	0.8838951311
FB.001.1	FB.097.0	0.8689138577
FB.001.1	FB.098.0	0.7977941176
FB.001.1	FB.099.0	0.8337595908
FB.001.1	FB.100.0	0.8451086957
FB.001.1	FB.101.0	0.8286516854
FB.001.1	FB.102.0	0.8156996587
FB.001.1	FB.103.0	0.8148148148
FB.001.1	FB.104.0	0.8501872659
FB.001.1	FB.105.0	0.8838951311
FB.001.1	FB.106.0	0.8352059925
FB.001.1	FB.107.0	0.8352059925
FB.001.1	FB.108.0	0.8426966292
FB.001.1	FB.109.0	0.8314606742
FB.001.1	FB.110.0	0.8576779026
FB.001.1	FB.111.0	0.8453865337
FB.001.1	FB.112.0	0.8689138577
FB.001.1	FB.113.0	0.8058252427
FB.001.1	FB.114.0	0.8576779026
FB.001.1	FB.115.0	0.8277153558
FB.001.1	FB.116.0	0.8202247191
FB.001.1	FB.117.0	0.8501872659
FB.001.1	FB.118.0	0.8100358423
FB.001.1	FB.119.0	0.8202247191
FB.001.1	FB.120.0	0.8013245033
FB.001.1	FB.121.0	0.8239700375
FB.001.1	FB.122.0	0.861423221
FB.001.1	FB.123.0	0.8014981273
FB.001.1	FB.124.0	0.8539325843
FB.001.1	FB.125.0	0.8539325843
FB.001.1	FB.126.0	0.8501872659
FB.001.1	FB.127.0	0.8838951311
FB.001.1	FB.128.0	0.8539325843
FB.001.1	FB.129.0	0.8988764045
FB.001.1	FB.130.0	0.9138576779
FB.001.1	FB.131.0	0.8539325843
FB.001.1	FB.132.0	0.797752809
FB.001.1	FB.133.0	0.8388888889
FB.001.1	FB.134.0	0.8270893372
FB.001.1	FB.135.0	0.9475655431
FB.001.1	FB.136.0	0.820754717
FB.001.1	FB.137.0	0.8106312292
FB.001.1	FB.138.0	0.8486997636
FB.001.1	FB.139.0	0.9101123596
FB.001.1	FB.140.0	0.8294117647
FB.001.1	FB.141.0	0.8184615385
FB.001.1	FB.142.0	0.8285714286
FB.001.1	FB.143.0	0.8224852071
FB.001.1	FB.144.0	0.8539325843
FB.001.1	FB.145.0	0.8164794007
FB.001.1	FB.146.0	0.8202247191
FB.001.1	FB.147.0	0.8651685393
FB.001.1	FB.148.0	0.8442211055
FB.001.1	FB.149.0	0.8395721925
FB.001.1	FB.150.0	0.8301886792
FB.001.1	FB.151.0	0.8237082067
FB.001.1	FB.152.0	0.8876404494
FB.001.1	FB.153.0	0.9026217228
FB.001.1	FB.154.0	0.8426966292
FB.001.1	FB.155.0	0.8838951311
FB.001.1	FB.156.0	0.8202247191
FB.001.1	FB.157.0	0.9213483146
FB.001.1	FB.158.0	0.8501872659
FB.001.1	FB.159.0	0.9475655431
FB.001.1	FB.160.0	0.8314606742
FB.001.1	FB.161.0	0.8127340824
FB.001.1	FB.162.0	0.8988764045
FB.001.1	FB.163.0	0.8357771261
FB.001.1	FB.164.0	0.8314606742
FB.001.1	FE.001.1	0.8577878104
FB.001.1	FE.002.1	0.8314606742
FB.001.1	FE.003.1	0.861423221
FB.001.1	FE.004.1	0.8576779026
FB.001.1	FE.005.1	0.8576779026
FB.001.1	FE.006.1	0.8202247191
FB.001.1	FE.007.1	0.8170731707
FB.001.1	FE.008.1	0.8282828283
FB.001.1	FE.009.1	0.8951310861
FB.001.1	FE.010.1	0.856223176
FB.001.1	FE.011.1	0.8529411765
FB.001.1	FE.012.1	0.8571428571
FB.001.1	FE.013.1	0.861423221
FB.001.1	FE.014.1	0.8951310861
FB.001.1	FE.015.1	0.8314606742
FB.001.1	FE.016.1	0.8988764045
FB.001.1	FE.017.1	0.8689138577
FB.001.1	FE.018.0	0.8558558559
FB.001.1	FE.019.0	0.8277153558
FB.001.1	FE.020.0	0.8576779026
FB.001.1	FE.021.0	0.8576779026
FB.001.1	FE.022.0	0.861423221
FB.001.1	FE.023.0	0.8314606742
FB.001.1	FE.024.0	0.826625387
FB.001.1	FE.025.0	0.8120805369
FB.001.1	FE.026.0	0.9063670412
FB.001.1	FE.027.0	0.8528138528
FB.001.1	FE.028.0	0.8503562945
FB.001.1	FE.029.0	0.8406862745
FB.001.1	FE.030.0	0.8913857678
FB.001.1	FE.031.0	0.8913857678
FB.001.1	FE.032.0	0.8164794007
FB.001.1	FE.033.0	0.9026217228
FB.001.1	FE.034.0	0.8501872659
FB.001.1	FP.001.1	0.8163934426
FB.001.1	FP.002.1	0.8352059925
FB.001.1	FP.003.1	0.8576779026
FB.001.1	FP.004.1	0.863340564
FB.001.1	FP.005.1	0.8510638298
FB.001.1	FP.006.1	0.8299120235
FB.001.1	FP.007.1	0.8464419476
FB.001.1	FP.008.1	0.8164794007
FB.001.1	FP.009.1	0.858190709
FB.001.1	FP.010.1	0.8277153558
FB.001.1	FP.011.1	0.8600451467
FB.001.1	FP.012.1	0.8156028369
FB.001.1	FP.013.1	0.8576779026
FB.001.1	FP.014.1	0.8205128205
FB.001.1	FP.015.1	0.797752809
FB.001.1	FP.016.1	0.8913857678
FB.001.1	FP.017.1	0.8352059925
FB.001.1	FP.018.1	0.8951310861
FB.001.1	FP.019.1	0.8838951311
FB.001.1	FP.020.1	0.8576779026
FB.001.1	FP.021.1	0.8287671233
FB.001.1	FP.022.1	0.8314606742
FB.001.1	FP.023.1	0.822147651
FB.001.1	FP.024.0	0.8220064725
FB.001.1	FP.025.0	0.8352059925
FB.001.1	FP.026.0	0.8464419476
FB.001.1	FP.027.0	0.842920354
FB.001.1	FP.028.0	0.8564705882
FB.001.1	FP.029.0	0.8348082596
FB.001.1	FP.030.0	0.8501872659
FB.001.1	FP.031.0	0.8127340824
FB.001.1	FP.032.0	0.8469135802
FB.001.1	FP.033.0	0.8164794007
FB.001.1	FP.034.0	0.8428246014
FB.001.1	FP.035.0	0.7950530035
FB.001.1	FP.036.0	0.8651685393
FB.001.1	FP.037.0	0.7907801418
FB.001.1	FP.038.0	0.8052434457
FB.001.1	FP.039.0	0.8913857678
FB.001.1	FP.040.0	0.8277153558
FB.001.1	FP.041.0	0.9101123596
FB.001.1	FP.042.0	0.8838951311
FB.001.1	FP.043.0	0.8651685393
FB.001.1	FP.044.0	0.8148148148
FB.001.1	FP.045.0	0.8127340824
FB.001.1	FP.046.0	0.8217821782
FB.001.1	FT.001.1	0.8050541516
FB.001.1	FT.002.1	0.8389513109
FB.001.1	FT.003.1	0.8539325843
FB.001.1	FT.004.1	0.8129032258
FB.001.1	FT.005.1	0.8122866894
FB.001.1	FT.006.1	0.8591224018
FB.001.1	FT.007.1	0.8127340824
FB.001.1	FT.008.1	0.856223176
FB.001.1	FT.009.1	0.8270893372
FB.001.1	FT.010.0	0.8007246377
FB.001.1	FT.011.0	0.8277153558
FB.001.1	FT.012.0	0.8539325843
FB.001.1	FT.013.0	0.8300653595
FB.001.1	FT.014.0	0.8109965636
FB.001.1	FT.015.0	0.8614318707
FB.001.1	FT.016.0	0.8314606742
FB.001.1	FT.017.0	0.8593073593
FB.001.1	FT.018.0	0.8197674419
FB.001.1	HH.001.1	0.8487394958
FB.001.1	HH.002.1	0.8876404494
FB.001.1	HH.003.1	0.8464419476
FB.001.1	HH.004.1	0.9026217228
FB.001.1	HH.005.1	0.8838951311
FB.001.1	HH.006.1	0.8389513109
FB.001.1	HH.007.1	0.8988764045
FB.001.1	HH.008.1	0.9026217228
FB.001.1	HH.009.1	0.8651685393
FB.001.1	HH.010.1	0.9101123596
FB.001.1	HH.011.1	0.861423221
FB.001.1	HH.012.1	0.9138576779
FB.001.1	HH.013.1	0.8277153558
FB.001.1	HH.014.1	0.872659176
FB.001.1	HH.015.1	0.8951310861
FB.001.1	HH.016.1	0.8913857678
FB.001.1	HH.017.1	0.861423221
FB.001.1	HH.018.0	0.8181818182
FB.001.1	HH.019.0	0.8951310861
FB.001.1	HH.020.0	0.861423221
FB.001.1	HH.021.0	0.8838951311
FB.001.1	HH.022.0	0.8801498127
FB.001.1	HH.023.0	0.8576779026
FB.001.1	HH.024.0	0.9588014981
FB.001.1	HH.025.0	0.8988764045
FB.001.1	HH.026.0	0.8501872659
FB.001.1	HH.027.0	0.9026217228
FB.001.1	HH.028.0	0.8389513109
FB.001.1	HH.029.0	0.9138576779
FB.001.1	HH.030.0	0.808988764
FB.001.1	HH.031.0	0.8689138577
FB.001.1	HH.032.0	0.9063670412
FB.001.1	HH.033.0	0.8988764045
FB.001.1	HH.034.0	0.8576779026
FB.001.1	HL.001.1	0.9063670412
FB.001.1	HL.002.1	0.9176029963
FB.001.1	HL.003.1	0.9176029963
FB.001.1	HL.004.1	0.9138576779
FB.001.1	HL.005.1	0.9063670412
FB.001.1	HL.006.1	0.9063670412
FB.001.1	HL.007.1	0.8988764045
FB.001.1	HL.008.1	0.9176029963
FB.001.1	HL.009.1	0.9063670412
FB.001.1	HL.010.0	0.9101123596
FB.001.1	HL.011.0	0.9063670412
